,datetime,latitude,longitude,temperature
650403,2021-03-13 16:55:00,38.398,-77.456,13.3
922763,2021-03-13 16:55:00,38.01,-77.97,12.7
507101,2021-03-13 16:55:00,38.527,-77.859,13.9
848714,2021-03-13 16:56:00,38.717,-77.183,12.5
1352560,2021-03-13 16:56:00,38.721,-77.515,11.7
223591,2021-03-13 16:56:00,38.504,-77.305,13.9
706189,2021-03-13 17:15:00,38.267,-77.449,13.6
108335,2021-03-13 17:15:00,38.527,-77.859,14.3
1328785,2021-03-13 17:15:00,38.398,-77.456,13.9
562698,2021-03-13 17:15:00,38.01,-77.97,12.8
88758,2021-03-13 17:15:00,38.586,-77.711,13.8
119067,2021-03-13 17:35:00,38.267,-77.449,14.1
920977,2021-03-13 17:35:00,38.01,-77.97,13.5
96132,2021-03-13 17:35:00,38.398,-77.456,13.7
1192183,2021-03-13 17:35:00,38.586,-77.711,14.1
816623,2021-03-13 17:35:00,38.527,-77.859,15.0
918931,2021-03-13 17:52:00,38.935,-77.447,12.2
1111165,2021-03-13 17:52:00,38.847,-77.035,12.8
106088,2021-03-13 17:55:00,38.527,-77.859,15.1
1082193,2021-03-13 17:55:00,38.398,-77.456,14.5
116863,2021-03-13 17:55:00,38.267,-77.449,14.4
93338,2021-03-13 17:55:00,38.586,-77.711,14.7
200470,2021-03-13 17:56:00,38.717,-77.183,13.4
289375,2021-03-13 17:56:00,38.721,-77.515,12.8
226394,2021-03-13 17:56:00,38.504,-77.305,12.8
191477,2021-03-13 18:00:00,38.95,-77.45,12.2
636047,2021-03-13 18:00:00,38.85,-77.033,12.8
922849,2021-03-13 18:15:00,38.01,-77.97,14.0
506595,2021-03-13 18:15:00,38.527,-77.859,16.0
709022,2021-03-13 18:15:00,38.267,-77.449,14.9
1326012,2021-03-13 18:15:00,38.398,-77.456,14.3
1191141,2021-03-13 18:15:00,38.586,-77.711,14.5
707016,2021-03-13 18:35:00,38.267,-77.449,15.1
105775,2021-03-13 18:35:00,38.527,-77.859,15.1
1327238,2021-03-13 18:35:00,38.398,-77.456,14.9
90151,2021-03-13 18:35:00,38.586,-77.711,14.4
1197184,2021-03-13 18:52:00,38.935,-77.447,12.2
190775,2021-03-13 18:52:00,38.847,-77.035,13.3
973198,2021-03-13 18:55:00,38.398,-77.456,14.9
92807,2021-03-13 18:55:00,38.586,-77.711,15.2
114924,2021-03-13 18:55:00,38.267,-77.449,15.4
819912,2021-03-13 18:55:00,38.527,-77.859,15.5
921505,2021-03-13 18:55:00,38.01,-77.97,14.7
662173,2021-03-13 18:56:00,38.504,-77.305,13.3
447249,2021-03-13 18:56:00,38.721,-77.515,13.9
1204191,2021-03-13 18:56:00,38.717,-77.183,14.0
921130,2021-03-13 19:15:00,38.01,-77.97,14.7
105235,2021-03-13 19:15:00,38.527,-77.859,15.8
1312616,2021-03-13 19:15:00,38.267,-77.449,16.0
1289309,2021-03-13 19:15:00,38.586,-77.711,15.9
97336,2021-03-13 19:15:00,38.398,-77.456,15.4
1319123,2021-03-13 19:35:00,38.01,-77.97,15.7
453384,2021-03-13 19:35:00,38.527,-77.859,16.6
91504,2021-03-13 19:35:00,38.586,-77.711,15.7
93850,2021-03-13 19:35:00,38.398,-77.456,15.5
484977,2021-03-13 19:35:00,38.267,-77.449,15.7
1349640,2021-03-13 19:52:00,38.847,-77.035,14.4
190666,2021-03-13 19:52:00,38.935,-77.447,13.9
1191365,2021-03-13 19:55:00,38.586,-77.711,15.2
924106,2021-03-13 19:55:00,38.01,-77.97,15.3
116412,2021-03-13 19:55:00,38.267,-77.449,15.6
650670,2021-03-13 19:55:00,38.398,-77.456,15.3
452144,2021-03-13 19:55:00,38.527,-77.859,17.1
200354,2021-03-13 19:56:00,38.717,-77.183,14.6
773897,2021-03-13 19:56:00,38.721,-77.515,13.9
509833,2021-03-13 19:56:00,38.504,-77.305,13.9
1329689,2021-03-13 20:15:00,38.398,-77.456,15.2
816890,2021-03-13 20:15:00,38.527,-77.859,16.0
116635,2021-03-13 20:15:00,38.267,-77.449,15.7
936573,2021-03-13 20:15:00,38.586,-77.711,15.2
124703,2021-03-13 20:15:00,38.01,-77.97,15.8
963610,2021-03-13 20:35:00,38.586,-77.711,15.4
1320039,2021-03-13 20:35:00,38.01,-77.97,15.8
509722,2021-03-13 20:35:00,38.527,-77.859,16.2
556784,2021-03-13 20:35:00,38.267,-77.449,15.8
96025,2021-03-13 20:35:00,38.398,-77.456,14.9
1109179,2021-03-13 20:52:00,38.847,-77.035,15.0
821773,2021-03-13 20:52:00,38.935,-77.447,14.4
557518,2021-03-13 20:55:00,38.267,-77.449,15.6
711811,2021-03-13 20:55:00,38.01,-77.97,15.4
93536,2021-03-13 20:55:00,38.398,-77.456,14.7
89547,2021-03-13 20:55:00,38.586,-77.711,15.9
509382,2021-03-13 20:55:00,38.527,-77.859,16.4
678383,2021-03-13 20:56:00,38.504,-77.305,13.3
198998,2021-03-13 20:56:00,38.717,-77.183,15.1
1350097,2021-03-13 20:56:00,38.721,-77.515,13.9
1351957,2021-03-13 21:00:00,38.85,-77.033,15.0
923371,2021-03-13 21:15:00,38.01,-77.97,15.2
963363,2021-03-13 21:15:00,38.586,-77.711,15.9
116631,2021-03-13 21:15:00,38.267,-77.449,15.6
1082590,2021-03-13 21:15:00,38.398,-77.456,15.0
105104,2021-03-13 21:15:00,38.527,-77.859,16.1
451459,2021-03-13 21:35:00,38.527,-77.859,16.6
967906,2021-03-13 21:35:00,38.586,-77.711,15.6
486639,2021-03-13 21:35:00,38.267,-77.449,15.2
561109,2021-03-13 21:35:00,38.01,-77.97,15.0
97170,2021-03-13 21:35:00,38.398,-77.456,14.3
1196891,2021-03-13 21:52:00,38.935,-77.447,14.4
190666,2021-03-13 21:52:00,38.847,-77.035,13.9
967524,2021-03-13 21:55:00,38.586,-77.711,15.1
453694,2021-03-13 21:55:00,38.527,-77.859,15.7
711281,2021-03-13 21:55:00,38.01,-77.97,14.8
975478,2021-03-13 21:55:00,38.398,-77.456,13.6
1315000,2021-03-13 21:55:00,38.267,-77.449,15.0
776167,2021-03-13 21:56:00,38.721,-77.515,13.9
670385,2021-03-13 21:56:00,38.717,-77.183,13.0
677671,2021-03-13 21:56:00,38.504,-77.305,14.4
491751,2021-03-13 22:15:00,38.01,-77.97,14.3
975052,2021-03-13 22:15:00,38.398,-77.456,13.3
937880,2021-03-13 22:15:00,38.586,-77.711,14.5
490016,2021-03-13 22:15:00,38.527,-77.859,15.5
488466,2021-03-13 22:15:00,38.267,-77.449,14.7
94585,2021-03-13 22:35:00,38.398,-77.456,12.9
1314642,2021-03-13 22:35:00,38.267,-77.449,13.9
1339573,2021-03-13 22:35:00,38.01,-77.97,14.0
965212,2021-03-13 22:35:00,38.586,-77.711,14.3
439297,2021-03-13 22:35:00,38.527,-77.859,15.1
192185,2021-03-13 22:52:00,38.935,-77.447,11.7
1350065,2021-03-13 22:52:00,38.847,-77.035,12.2
439279,2021-03-13 22:55:00,38.527,-77.859,12.4
652740,2021-03-13 22:55:00,38.398,-77.456,12.0
1313286,2021-03-13 22:55:00,38.267,-77.449,13.0
122555,2021-03-13 22:55:00,38.01,-77.97,11.0
90479,2021-03-13 22:55:00,38.586,-77.711,12.3
668704,2021-03-13 22:56:00,38.717,-77.183,12.5
509401,2021-03-13 22:56:00,38.504,-77.305,11.1
288496,2021-03-13 22:56:00,38.721,-77.515,11.7
1317258,2021-03-13 23:15:00,38.01,-77.97,10.2
1331186,2021-03-13 23:15:00,38.267,-77.449,12.8
94659,2021-03-13 23:15:00,38.398,-77.456,10.7
489643,2021-03-13 23:15:00,38.527,-77.859,10.2
1291058,2021-03-13 23:15:00,38.586,-77.711,10.5
90143,2021-03-13 23:35:00,38.586,-77.711,10.1
117967,2021-03-13 23:35:00,38.267,-77.449,11.7
109714,2021-03-13 23:35:00,38.527,-77.859,8.2
119988,2021-03-13 23:35:00,38.01,-77.97,9.7
1326486,2021-03-13 23:35:00,38.398,-77.456,10.1
824718,2021-03-13 23:52:00,38.935,-77.447,8.3
483265,2021-03-13 23:52:00,38.847,-77.035,10.6
1086186,2021-03-13 23:55:00,38.398,-77.456,8.6
916835,2021-03-13 23:55:00,38.267,-77.449,10.6
561317,2021-03-13 23:55:00,38.01,-77.97,7.4
439486,2021-03-13 23:55:00,38.527,-77.859,6.9
91044,2021-03-13 23:55:00,38.586,-77.711,6.7
661197,2021-03-13 23:56:00,38.504,-77.305,11.1
198297,2021-03-13 23:56:00,38.717,-77.183,8.8
521260,2021-03-13 23:56:00,38.721,-77.515,6.7
484954,2021-03-14 00:00:00,38.85,-77.033,10.6
840533,2021-03-14 00:00:00,38.95,-77.45,8.3
964146,2021-03-14 00:15:00,38.586,-77.711,3.7
507325,2021-03-14 00:15:00,38.527,-77.859,6.2
650755,2021-03-14 00:15:00,38.398,-77.456,7.3
920435,2021-03-14 00:15:00,38.267,-77.449,9.5
711694,2021-03-14 00:15:00,38.01,-77.97,7.2
1327653,2021-03-14 00:35:00,38.398,-77.456,7.0
964413,2021-03-14 00:35:00,38.586,-77.711,3.6
920166,2021-03-14 00:35:00,38.267,-77.449,9.2
453956,2021-03-14 00:35:00,38.527,-77.859,5.4
1318889,2021-03-14 00:35:00,38.01,-77.97,6.9
483175,2021-03-14 00:52:00,38.847,-77.035,10.0
192792,2021-03-14 00:52:00,38.935,-77.447,7.8
106683,2021-03-14 00:55:00,38.527,-77.859,4.7
1329612,2021-03-14 00:55:00,38.267,-77.449,8.6
492668,2021-03-14 00:55:00,38.01,-77.97,8.3
1289778,2021-03-14 00:55:00,38.586,-77.711,2.2
96240,2021-03-14 00:55:00,38.398,-77.456,6.5
225843,2021-03-14 00:56:00,38.504,-77.305,8.9
774614,2021-03-14 00:56:00,38.721,-77.515,4.4
197581,2021-03-14 00:56:00,38.717,-77.183,6.9
1314875,2021-03-14 01:15:00,38.267,-77.449,7.9
106733,2021-03-14 01:15:00,38.527,-77.859,4.9
96984,2021-03-14 01:15:00,38.398,-77.456,5.3
710839,2021-03-14 01:15:00,38.01,-77.97,9.0
936051,2021-03-14 01:15:00,38.586,-77.711,4.0
555185,2021-03-14 01:35:00,38.267,-77.449,7.0
122353,2021-03-14 01:35:00,38.01,-77.97,7.9
93158,2021-03-14 01:35:00,38.586,-77.711,1.7
818879,2021-03-14 01:35:00,38.527,-77.859,4.8
972816,2021-03-14 01:35:00,38.398,-77.456,5.0
1349648,2021-03-14 01:52:00,38.847,-77.035,9.4
662455,2021-03-14 01:52:00,38.935,-77.447,7.2
105826,2021-03-14 01:55:00,38.527,-77.859,4.3
647962,2021-03-14 01:55:00,38.398,-77.456,4.7
1342507,2021-03-14 01:55:00,38.01,-77.97,6.7
967818,2021-03-14 01:55:00,38.586,-77.711,0.8
916942,2021-03-14 01:55:00,38.267,-77.449,6.3
197380,2021-03-14 01:56:00,38.717,-77.183,4.9
289601,2021-03-14 01:56:00,38.721,-77.515,3.9
223829,2021-03-14 01:56:00,38.504,-77.305,7.2
1321828,2021-03-14 02:15:00,38.01,-77.97,6.0
488604,2021-03-14 02:15:00,38.527,-77.859,4.7
968029,2021-03-14 02:15:00,38.586,-77.711,2.6
919818,2021-03-14 02:15:00,38.267,-77.449,6.0
649780,2021-03-14 02:15:00,38.398,-77.456,3.8
107436,2021-03-14 02:35:00,38.527,-77.859,2.9
122441,2021-03-14 02:35:00,38.01,-77.97,4.9
1329200,2021-03-14 02:35:00,38.267,-77.449,5.8
653567,2021-03-14 02:35:00,38.398,-77.456,3.6
93034,2021-03-14 02:35:00,38.586,-77.711,0.0
661732,2021-03-14 02:52:00,38.935,-77.447,8.9
1111089,2021-03-14 02:52:00,38.847,-77.035,8.9
1312709,2021-03-14 02:55:00,38.267,-77.449,5.3
934840,2021-03-14 02:55:00,38.586,-77.711,3.1
105800,2021-03-14 02:55:00,38.527,-77.859,4.2
926452,2021-03-14 02:55:00,38.01,-77.97,3.9
972146,2021-03-14 02:55:00,38.398,-77.456,3.5
676727,2021-03-14 02:56:00,38.504,-77.305,6.7
668436,2021-03-14 02:56:00,38.717,-77.183,3.8
288796,2021-03-14 02:56:00,38.721,-77.515,2.8
188747,2021-03-14 03:00:00,38.85,-77.033,8.9
93491,2021-03-14 03:15:00,38.398,-77.456,2.8
452521,2021-03-14 03:15:00,38.527,-77.859,3.4
484728,2021-03-14 03:15:00,38.267,-77.449,5.2
1191386,2021-03-14 03:15:00,38.586,-77.711,0.6
564368,2021-03-14 03:15:00,38.01,-77.97,3.7
818390,2021-03-14 03:35:00,38.527,-77.859,1.6
965506,2021-03-14 03:35:00,38.586,-77.711,0.0
707977,2021-03-14 03:35:00,38.267,-77.449,4.6
714661,2021-03-14 03:35:00,38.01,-77.97,4.5
1326374,2021-03-14 03:35:00,38.398,-77.456,1.4
190596,2021-03-14 03:52:00,38.847,-77.035,10.6
1196130,2021-03-14 03:52:00,38.935,-77.447,5.6
707370,2021-03-14 03:55:00,38.267,-77.449,4.1
106564,2021-03-14 03:55:00,38.527,-77.859,0.3
961465,2021-03-14 03:55:00,38.586,-77.711,0.1
974095,2021-03-14 03:55:00,38.398,-77.456,2.2
493395,2021-03-14 03:55:00,38.01,-77.97,3.5
287866,2021-03-14 03:56:00,38.721,-77.515,7.2
1205311,2021-03-14 03:56:00,38.717,-77.183,2.3
592305,2021-03-14 03:56:00,38.504,-77.305,6.1
966204,2021-03-14 04:15:00,38.586,-77.711,-0.8
713281,2021-03-14 04:15:00,38.01,-77.97,2.7
818015,2021-03-14 04:15:00,38.527,-77.859,1.2
96806,2021-03-14 04:15:00,38.398,-77.456,2.0
114481,2021-03-14 04:15:00,38.267,-77.449,3.5
439723,2021-03-14 04:35:00,38.527,-77.859,0.1
95063,2021-03-14 04:35:00,38.398,-77.456,1.6
562896,2021-03-14 04:35:00,38.01,-77.97,6.2
918205,2021-03-14 04:35:00,38.267,-77.449,3.2
93052,2021-03-14 04:35:00,38.586,-77.711,-1.1
1195466,2021-03-14 04:52:00,38.935,-77.447,8.9
1147235,2021-03-14 04:52:00,38.847,-77.035,10.6
490107,2021-03-14 04:55:00,38.527,-77.859,-1.3
96008,2021-03-14 04:55:00,38.398,-77.456,1.8
963983,2021-03-14 04:55:00,38.586,-77.711,0.5
714590,2021-03-14 04:55:00,38.01,-77.97,6.2
557712,2021-03-14 04:55:00,38.267,-77.449,3.0
446793,2021-03-14 04:56:00,38.721,-77.515,0.0
678631,2021-03-14 04:56:00,38.504,-77.305,4.4
928019,2021-03-14 04:56:00,38.717,-77.183,2.0
191258,2021-03-14 04:59:00,38.935,-77.447,
1118493,2021-03-14 04:59:00,38.504,-77.305,
188076,2021-03-14 04:59:00,38.847,-77.035,
1342835,2021-03-14 05:15:00,38.01,-77.97,2.2
964106,2021-03-14 05:15:00,38.586,-77.711,-0.4
1327851,2021-03-14 05:15:00,38.398,-77.456,-0.4
106024,2021-03-14 05:15:00,38.527,-77.859,-1.0
557676,2021-03-14 05:15:00,38.267,-77.449,2.7
94325,2021-03-14 05:35:00,38.398,-77.456,0.5
452756,2021-03-14 05:35:00,38.527,-77.859,0.3
964055,2021-03-14 05:35:00,38.586,-77.711,-0.2
561754,2021-03-14 05:35:00,38.01,-77.97,0.9
115136,2021-03-14 05:35:00,38.267,-77.449,2.8
661644,2021-03-14 05:52:00,38.935,-77.447,8.3
482288,2021-03-14 05:52:00,38.847,-77.035,8.3
967623,2021-03-14 05:55:00,38.586,-77.711,-1.5
98215,2021-03-14 05:55:00,38.398,-77.456,-0.5
705528,2021-03-14 05:55:00,38.267,-77.449,2.3
108792,2021-03-14 05:55:00,38.527,-77.859,-0.5
121784,2021-03-14 05:55:00,38.01,-77.97,0.3
200091,2021-03-14 05:56:00,38.717,-77.183,1.4
226455,2021-03-14 05:56:00,38.504,-77.305,3.9
448777,2021-03-14 05:56:00,38.721,-77.515,-1.1
1350486,2021-03-14 06:00:00,38.85,-77.033,8.3
190548,2021-03-14 06:00:00,38.95,-77.45,8.3
121000,2021-03-14 06:15:00,38.01,-77.97,0.1
648261,2021-03-14 06:15:00,38.398,-77.456,0.0
917573,2021-03-14 06:15:00,38.267,-77.449,1.9
109490,2021-03-14 06:15:00,38.527,-77.859,-1.2
93494,2021-03-14 06:15:00,38.586,-77.711,-1.3
973543,2021-03-14 06:35:00,38.398,-77.456,-0.9
1319776,2021-03-14 06:35:00,38.01,-77.97,-0.2
92991,2021-03-14 06:35:00,38.586,-77.711,-2.2
108292,2021-03-14 06:35:00,38.527,-77.859,-0.6
116537,2021-03-14 06:35:00,38.267,-77.449,1.3
191381,2021-03-14 06:52:00,38.935,-77.447,7.8
1144340,2021-03-14 06:52:00,38.847,-77.035,8.9
916297,2021-03-14 06:55:00,38.267,-77.449,1.1
648447,2021-03-14 06:55:00,38.398,-77.456,-0.1
92963,2021-03-14 06:55:00,38.586,-77.711,-0.3
1340301,2021-03-14 06:55:00,38.01,-77.97,-0.1
452871,2021-03-14 06:55:00,38.527,-77.859,-0.3
199604,2021-03-14 06:56:00,38.717,-77.183,4.3
662379,2021-03-14 06:56:00,38.504,-77.305,3.3
286698,2021-03-14 06:56:00,38.721,-77.515,-2.8
437952,2021-03-14 07:15:00,38.527,-77.859,-0.5
922307,2021-03-14 07:15:00,38.01,-77.97,-0.2
1329256,2021-03-14 07:15:00,38.267,-77.449,1.1
649731,2021-03-14 07:15:00,38.398,-77.456,0.2
1193945,2021-03-14 07:15:00,38.586,-77.711,3.1
440759,2021-03-14 07:35:00,38.527,-77.859,0.6
923614,2021-03-14 07:35:00,38.01,-77.97,-0.3
1195185,2021-03-14 07:35:00,38.586,-77.711,2.4
96795,2021-03-14 07:35:00,38.398,-77.456,-0.1
484557,2021-03-14 07:35:00,38.267,-77.449,1.0
1109798,2021-03-14 07:52:00,38.847,-77.035,8.3
190545,2021-03-14 07:52:00,38.935,-77.447,6.7
95659,2021-03-14 07:55:00,38.398,-77.456,-1.3
89407,2021-03-14 07:55:00,38.586,-77.711,3.3
121648,2021-03-14 07:55:00,38.01,-77.97,-0.6
109523,2021-03-14 07:55:00,38.527,-77.859,0.0
117188,2021-03-14 07:55:00,38.267,-77.449,0.6
661329,2021-03-14 07:56:00,38.504,-77.305,5.0
289713,2021-03-14 07:56:00,38.721,-77.515,-1.1
1202835,2021-03-14 07:56:00,38.717,-77.183,1.5
1327770,2021-03-14 08:15:00,38.398,-77.456,0.1
106129,2021-03-14 08:15:00,38.527,-77.859,6.7
1316308,2021-03-14 08:15:00,38.267,-77.449,0.2
494337,2021-03-14 08:15:00,38.01,-77.97,-1.1
89145,2021-03-14 08:15:00,38.586,-77.711,3.4
108981,2021-03-14 08:35:00,38.527,-77.859,6.8
120075,2021-03-14 08:35:00,38.01,-77.97,-1.4
653698,2021-03-14 08:35:00,38.398,-77.456,-1.1
964056,2021-03-14 08:35:00,38.586,-77.711,2.6
117694,2021-03-14 08:35:00,38.267,-77.449,0.0
638501,2021-03-14 08:52:00,38.847,-77.035,8.3
190715,2021-03-14 08:52:00,38.935,-77.447,4.4
820422,2021-03-14 08:55:00,38.527,-77.859,2.7
1342262,2021-03-14 08:55:00,38.01,-77.97,-1.7
489213,2021-03-14 08:55:00,38.267,-77.449,0.0
97710,2021-03-14 08:55:00,38.398,-77.456,-0.6
968423,2021-03-14 08:55:00,38.586,-77.711,5.5
671058,2021-03-14 08:56:00,38.717,-77.183,2.5
287837,2021-03-14 08:56:00,38.721,-77.515,-1.7
1117249,2021-03-14 08:56:00,38.504,-77.305,2.8
187678,2021-03-14 09:00:00,38.85,-77.033,8.3
94306,2021-03-14 09:15:00,38.398,-77.456,-0.9
109247,2021-03-14 09:15:00,38.527,-77.859,0.2
918598,2021-03-14 09:15:00,38.267,-77.449,0.0
712144,2021-03-14 09:15:00,38.01,-77.97,-1.8
937967,2021-03-14 09:15:00,38.586,-77.711,5.7
563806,2021-03-14 09:35:00,38.01,-77.97,-2.3
972651,2021-03-14 09:35:00,38.398,-77.456,-1.9
105305,2021-03-14 09:35:00,38.527,-77.859,-0.2
1316168,2021-03-14 09:35:00,38.267,-77.449,-0.1
92461,2021-03-14 09:35:00,38.586,-77.711,5.4
1146393,2021-03-14 09:52:00,38.847,-77.035,8.3
663951,2021-03-14 09:52:00,38.935,-77.447,1.7
917703,2021-03-14 09:55:00,38.267,-77.449,-0.4
89181,2021-03-14 09:55:00,38.586,-77.711,3.2
494072,2021-03-14 09:55:00,38.01,-77.97,-2.5
1086792,2021-03-14 09:55:00,38.398,-77.456,-1.4
820740,2021-03-14 09:55:00,38.527,-77.859,-0.2
1351696,2021-03-14 09:56:00,38.721,-77.515,-3.3
225223,2021-03-14 09:56:00,38.504,-77.305,3.3
1202652,2021-03-14 09:56:00,38.717,-77.183,1.6
487982,2021-03-14 10:15:00,38.267,-77.449,-0.5
740939,2021-03-14 10:15:00,38.586,-77.711,3.3
1086595,2021-03-14 10:15:00,38.398,-77.456,-1.8
563901,2021-03-14 10:15:00,38.01,-77.97,-2.6
491531,2021-03-14 10:15:00,38.527,-77.859,-1.2
452882,2021-03-14 10:35:00,38.527,-77.859,-0.7
1342775,2021-03-14 10:35:00,38.01,-77.97,-2.8
963699,2021-03-14 10:35:00,38.586,-77.711,-0.5
1313441,2021-03-14 10:35:00,38.267,-77.449,-0.7
1083277,2021-03-14 10:35:00,38.398,-77.456,-1.4
639495,2021-03-14 10:52:00,38.847,-77.035,8.3
193171,2021-03-14 10:52:00,38.935,-77.447,1.7
109036,2021-03-14 10:55:00,38.527,-77.859,-1.2
651837,2021-03-14 10:55:00,38.398,-77.456,-1.5
923965,2021-03-14 10:55:00,38.01,-77.97,-3.2
119604,2021-03-14 10:55:00,38.267,-77.449,-0.5
736524,2021-03-14 10:55:00,38.586,-77.711,-0.8
1202922,2021-03-14 10:56:00,38.717,-77.183,1.2
286639,2021-03-14 10:56:00,38.721,-77.515,-3.9
752445,2021-03-14 10:56:00,38.504,-77.305,2.8
122654,2021-03-14 11:15:00,38.01,-77.97,-3.2
96239,2021-03-14 11:15:00,38.398,-77.456,-1.4
709862,2021-03-14 11:15:00,38.267,-77.449,-0.6
108576,2021-03-14 11:15:00,38.527,-77.859,-1.9
740076,2021-03-14 11:15:00,38.586,-77.711,-0.8
563702,2021-03-14 11:35:00,38.01,-77.97,-2.2
917486,2021-03-14 11:35:00,38.267,-77.449,-0.5
739789,2021-03-14 11:35:00,38.586,-77.711,-1.0
107652,2021-03-14 11:35:00,38.527,-77.859,-1.4
972075,2021-03-14 11:35:00,38.398,-77.456,-0.4
824817,2021-03-14 11:52:00,38.935,-77.447,5.6
1110037,2021-03-14 11:52:00,38.847,-77.035,8.9
118522,2021-03-14 11:55:00,38.267,-77.449,0.0
109488,2021-03-14 11:55:00,38.527,-77.859,-1.2
965029,2021-03-14 11:55:00,38.586,-77.711,-0.2
120204,2021-03-14 11:55:00,38.01,-77.97,-2.0
1083330,2021-03-14 11:55:00,38.398,-77.456,-0.4
660770,2021-03-14 11:56:00,38.504,-77.305,3.3
669744,2021-03-14 11:56:00,38.717,-77.183,-0.8
288869,2021-03-14 11:56:00,38.721,-77.515,-2.8
839781,2021-03-14 12:00:00,38.95,-77.45,5.6
1110022,2021-03-14 12:00:00,38.85,-77.033,8.9
108412,2021-03-14 12:15:00,38.527,-77.859,1.0
119216,2021-03-14 12:15:00,38.267,-77.449,0.1
1340672,2021-03-14 12:15:00,38.01,-77.97,0.1
645271,2021-03-14 12:15:00,38.398,-77.456,0.5
740830,2021-03-14 12:15:00,38.586,-77.711,1.3
491187,2021-03-14 12:35:00,38.527,-77.859,5.1
1290407,2021-03-14 12:35:00,38.586,-77.711,4.6
123702,2021-03-14 12:35:00,38.01,-77.97,2.4
1311828,2021-03-14 12:35:00,38.267,-77.449,1.9
97642,2021-03-14 12:35:00,38.398,-77.456,3.4
188105,2021-03-14 12:52:00,38.847,-77.035,11.1
664773,2021-03-14 12:52:00,38.935,-77.447,10.0
89805,2021-03-14 12:55:00,38.586,-77.711,7.1
653041,2021-03-14 12:55:00,38.398,-77.456,7.6
710196,2021-03-14 12:55:00,38.01,-77.97,4.6
109633,2021-03-14 12:55:00,38.527,-77.859,9.6
115717,2021-03-14 12:55:00,38.267,-77.449,4.2
1351279,2021-03-14 12:56:00,38.721,-77.515,3.3
924963,2021-03-14 12:56:00,38.717,-77.183,7.5
510149,2021-03-14 12:56:00,38.504,-77.305,8.3
736705,2021-03-14 13:15:00,38.586,-77.711,9.2
494914,2021-03-14 13:15:00,38.01,-77.97,6.5
485014,2021-03-14 13:15:00,38.267,-77.449,7.3
455692,2021-03-14 13:15:00,38.527,-77.859,11.4
95261,2021-03-14 13:15:00,38.398,-77.456,9.7
1319472,2021-03-14 13:35:00,38.01,-77.97,8.1
115732,2021-03-14 13:35:00,38.267,-77.449,10.2
738141,2021-03-14 13:35:00,38.586,-77.711,10.7
647721,2021-03-14 13:35:00,38.398,-77.456,10.7
506880,2021-03-14 13:35:00,38.527,-77.859,11.8
190325,2021-03-14 13:52:00,38.935,-77.447,12.2
188795,2021-03-14 13:52:00,38.847,-77.035,12.8
107599,2021-03-14 13:55:00,38.527,-77.859,12.9
94118,2021-03-14 13:55:00,38.398,-77.456,11.6
119279,2021-03-14 13:55:00,38.267,-77.449,11.6
966353,2021-03-14 13:55:00,38.586,-77.711,12.3
1342771,2021-03-14 13:55:00,38.01,-77.97,10.2
668709,2021-03-14 13:56:00,38.717,-77.183,12.6
288783,2021-03-14 13:56:00,38.721,-77.515,12.2
226677,2021-03-14 13:56:00,38.504,-77.305,12.2
653964,2021-03-14 14:15:00,38.398,-77.456,12.5
556521,2021-03-14 14:15:00,38.267,-77.449,12.5
1190665,2021-03-14 14:15:00,38.586,-77.711,14.0
107099,2021-03-14 14:15:00,38.527,-77.859,13.5
562593,2021-03-14 14:35:00,38.01,-77.97,12.0
965833,2021-03-14 14:35:00,38.586,-77.711,14.5
556207,2021-03-14 14:35:00,38.267,-77.449,13.5
93907,2021-03-14 14:35:00,38.398,-77.456,13.9
451367,2021-03-14 14:35:00,38.527,-77.859,14.5
664684,2021-03-14 14:52:00,38.935,-77.447,13.9
188053,2021-03-14 14:52:00,38.847,-77.035,14.4
652474,2021-03-14 14:55:00,38.398,-77.456,15.0
1293445,2021-03-14 14:55:00,38.586,-77.711,15.3
454098,2021-03-14 14:55:00,38.527,-77.859,14.8
1329866,2021-03-14 14:55:00,38.267,-77.449,13.9
1321251,2021-03-14 14:55:00,38.01,-77.97,12.3
226160,2021-03-14 14:56:00,38.504,-77.305,15.6
200089,2021-03-14 14:56:00,38.717,-77.183,14.9
1352469,2021-03-14 14:56:00,38.721,-77.515,15.0
484809,2021-03-14 15:00:00,38.85,-77.033,14.4
563394,2021-03-14 15:15:00,38.01,-77.97,13.1
936902,2021-03-14 15:15:00,38.586,-77.711,15.6
817354,2021-03-14 15:15:00,38.527,-77.859,15.3
96850,2021-03-14 15:15:00,38.398,-77.456,15.4
557039,2021-03-14 15:15:00,38.267,-77.449,14.0
490684,2021-03-14 15:35:00,38.527,-77.859,15.8
95442,2021-03-14 15:35:00,38.398,-77.456,16.2
1312680,2021-03-14 15:35:00,38.267,-77.449,14.9
1190602,2021-03-14 15:35:00,38.586,-77.711,16.4
120165,2021-03-14 15:35:00,38.01,-77.97,13.8
187345,2021-03-14 15:52:00,38.847,-77.035,16.1
193655,2021-03-14 15:52:00,38.935,-77.447,15.0
650589,2021-03-14 15:55:00,38.398,-77.456,16.7
934950,2021-03-14 15:55:00,38.586,-77.711,16.4
119704,2021-03-14 15:55:00,38.01,-77.97,14.8
485107,2021-03-14 15:55:00,38.267,-77.449,15.5
106043,2021-03-14 15:55:00,38.527,-77.859,15.9
830996,2021-03-14 15:56:00,38.717,-77.183,16.1
