,datetime,latitude,longitude,temperature
108684,2021-01-18 07:55:00,38.527,-77.859,-2.0
670536,2021-01-18 07:56:00,38.717,-77.183,-0.9
524385,2021-01-18 07:56:00,38.721,-77.515,-3.3
594100,2021-01-18 07:56:00,38.504,-77.305,3.3
635943,2021-01-18 08:00:00,38.87,-77.02,3.8
558834,2021-01-18 08:15:00,38.267,-77.449,-1.6
962532,2021-01-18 08:15:00,38.586,-77.711,-2.4
1081805,2021-01-18 08:15:00,38.398,-77.456,0.6
121695,2021-01-18 08:15:00,38.01,-77.97,-0.2
106512,2021-01-18 08:15:00,38.527,-77.859,-2.1
442132,2021-01-18 08:35:00,38.527,-77.859,-2.7
91551,2021-01-18 08:35:00,38.586,-77.711,-2.5
490097,2021-01-18 08:35:00,38.267,-77.449,-1.0
1326643,2021-01-18 08:35:00,38.398,-77.456,0.8
1337120,2021-01-18 08:35:00,38.01,-77.97,-0.7
1115420,2021-01-18 08:52:00,38.847,-77.035,2.8
664189,2021-01-18 08:52:00,38.935,-77.447,-0.6
817341,2021-01-18 08:55:00,38.527,-77.859,-3.0
703820,2021-01-18 08:55:00,38.267,-77.449,
1081149,2021-01-18 08:55:00,38.398,-77.456,0.6
1193528,2021-01-18 08:55:00,38.586,-77.711,-3.6
711721,2021-01-18 08:55:00,38.01,-77.97,-1.3
200995,2021-01-18 08:56:00,38.717,-77.183,-1.5
228044,2021-01-18 08:56:00,38.504,-77.305,2.8
289336,2021-01-18 08:56:00,38.721,-77.515,-4.4
187830,2021-01-18 09:00:00,38.85,-77.033,2.8
1256329,2021-01-18 09:00:00,38.87,-77.02,3.4
935730,2021-01-18 09:15:00,38.586,-77.711,-3.2
94717,2021-01-18 09:15:00,38.398,-77.456,0.1
121720,2021-01-18 09:15:00,38.01,-77.97,-1.0
106242,2021-01-18 09:15:00,38.527,-77.859,-2.9
915389,2021-01-18 09:15:00,38.267,-77.449,
709845,2021-01-18 09:35:00,38.01,-77.97,-1.9
488557,2021-01-18 09:35:00,38.527,-77.859,-2.7
650206,2021-01-18 09:35:00,38.398,-77.456,1.0
919148,2021-01-18 09:35:00,38.267,-77.449,
1290495,2021-01-18 09:35:00,38.586,-77.711,-3.3
913916,2021-01-18 09:52:00,38.935,-77.447,-1.1
191232,2021-01-18 09:52:00,38.847,-77.035,2.8
493431,2021-01-18 09:55:00,38.01,-77.97,-1.4
96499,2021-01-18 09:55:00,38.398,-77.456,0.6
89878,2021-01-18 09:55:00,38.586,-77.711,-3.8
440881,2021-01-18 09:55:00,38.527,-77.859,-2.6
705041,2021-01-18 09:55:00,38.267,-77.449,
1347430,2021-01-18 09:56:00,38.721,-77.515,-4.4
676450,2021-01-18 09:56:00,38.504,-77.305,2.2
202409,2021-01-18 09:56:00,38.717,-77.183,-1.6
635534,2021-01-18 10:00:00,38.87,-77.02,3.2
92397,2021-01-18 10:15:00,38.586,-77.711,-2.9
1326130,2021-01-18 10:15:00,38.267,-77.449,
1326922,2021-01-18 10:15:00,38.398,-77.456,0.1
121037,2021-01-18 10:15:00,38.01,-77.97,-0.5
512079,2021-01-18 10:15:00,38.527,-77.859,-1.8
915910,2021-01-18 10:35:00,38.267,-77.449,
932988,2021-01-18 10:35:00,38.586,-77.711,-2.8
490159,2021-01-18 10:35:00,38.527,-77.859,-0.1
711182,2021-01-18 10:35:00,38.01,-77.97,0.4
646585,2021-01-18 10:35:00,38.398,-77.456,-0.4
191514,2021-01-18 10:52:00,38.847,-77.035,1.7
194309,2021-01-18 10:52:00,38.935,-77.447,-0.6
107969,2021-01-18 10:55:00,38.527,-77.859,-0.1
123062,2021-01-18 10:55:00,38.01,-77.97,-1.5
932127,2021-01-18 10:55:00,38.586,-77.711,-2.0
1310823,2021-01-18 10:55:00,38.267,-77.449,
1325530,2021-01-18 10:55:00,38.398,-77.456,0.0
199200,2021-01-18 10:56:00,38.717,-77.183,-1.5
289650,2021-01-18 10:56:00,38.721,-77.515,-3.9
226892,2021-01-18 10:56:00,38.504,-77.305,0.0
463786,2021-01-18 11:00:00,38.87,-77.02,3.2
1288675,2021-01-18 11:15:00,38.586,-77.711,-1.5
1324554,2021-01-18 11:15:00,38.398,-77.456,1.6
122420,2021-01-18 11:15:00,38.01,-77.97,-1.9
110749,2021-01-18 11:15:00,38.527,-77.859,-0.5
919323,2021-01-18 11:15:00,38.267,-77.449,-0.2
92166,2021-01-18 11:35:00,38.586,-77.711,-2.7
1315168,2021-01-18 11:35:00,38.01,-77.97,-0.7
650615,2021-01-18 11:35:00,38.398,-77.456,1.6
107869,2021-01-18 11:35:00,38.527,-77.859,-0.5
557543,2021-01-18 11:35:00,38.267,-77.449,-0.1
639439,2021-01-18 11:52:00,38.847,-77.035,2.2
193895,2021-01-18 11:52:00,38.935,-77.447,-0.6
96043,2021-01-18 11:55:00,38.398,-77.456,2.1
1193183,2021-01-18 11:55:00,38.586,-77.711,-3.7
109754,2021-01-18 11:55:00,38.527,-77.859,-1.0
1310143,2021-01-18 11:55:00,38.267,-77.449,-0.1
559613,2021-01-18 11:55:00,38.01,-77.97,-0.4
199527,2021-01-18 11:56:00,38.717,-77.183,-0.6
750355,2021-01-18 11:56:00,38.504,-77.305,1.1
289852,2021-01-18 11:56:00,38.721,-77.515,-3.9
1191624,2021-01-18 12:00:00,38.95,-77.45,-0.6
187894,2021-01-18 12:00:00,38.85,-77.033,2.2
1170264,2021-01-18 12:00:00,38.87,-77.02,3.0
106286,2021-01-18 12:15:00,38.527,-77.859,-0.3
489985,2021-01-18 12:15:00,38.267,-77.449,-0.5
120170,2021-01-18 12:15:00,38.01,-77.97,0.0
1290386,2021-01-18 12:15:00,38.586,-77.711,-3.7
97566,2021-01-18 12:15:00,38.398,-77.456,2.4
106681,2021-01-18 12:35:00,38.527,-77.859,-1.2
741783,2021-01-18 12:35:00,38.586,-77.711,-2.5
914768,2021-01-18 12:35:00,38.267,-77.449,
711551,2021-01-18 12:35:00,38.01,-77.97,0.1
95343,2021-01-18 12:35:00,38.398,-77.456,2.6
1191463,2021-01-18 12:52:00,38.935,-77.447,0.0
189516,2021-01-18 12:52:00,38.847,-77.035,1.7
646845,2021-01-18 12:55:00,38.398,-77.456,2.5
106553,2021-01-18 12:55:00,38.527,-77.859,-1.0
488065,2021-01-18 12:55:00,38.267,-77.449,
124286,2021-01-18 12:55:00,38.01,-77.97,0.4
1193077,2021-01-18 12:55:00,38.586,-77.711,-2.3
198669,2021-01-18 12:56:00,38.717,-77.183,-1.3
1350486,2021-01-18 12:56:00,38.721,-77.515,-3.3
663740,2021-01-18 12:56:00,38.504,-77.305,1.1
864108,2021-01-18 13:00:00,38.87,-77.02,3.0
648435,2021-01-18 13:15:00,38.398,-77.456,2.7
707169,2021-01-18 13:15:00,38.267,-77.449,0.0
108475,2021-01-18 13:15:00,38.527,-77.859,-1.0
936281,2021-01-18 13:15:00,38.586,-77.711,-1.5
1083583,2021-01-18 13:35:00,38.398,-77.456,3.0
443535,2021-01-18 13:35:00,38.527,-77.859,-0.1
1335739,2021-01-18 13:35:00,38.01,-77.97,2.5
116026,2021-01-18 13:35:00,38.267,-77.449,0.7
89701,2021-01-18 13:35:00,38.586,-77.711,-0.5
1192347,2021-01-18 13:52:00,38.935,-77.447,1.1
1345919,2021-01-18 13:52:00,38.847,-77.035,3.3
93726,2021-01-18 13:55:00,38.398,-77.456,3.4
963248,2021-01-18 13:55:00,38.586,-77.711,0.2
444330,2021-01-18 13:55:00,38.527,-77.859,0.0
1337198,2021-01-18 13:55:00,38.01,-77.97,2.8
490870,2021-01-18 13:55:00,38.267,-77.449,2.2
523082,2021-01-18 13:56:00,38.721,-77.515,-1.1
202355,2021-01-18 13:56:00,38.717,-77.183,0.0
749417,2021-01-18 13:56:00,38.504,-77.305,2.2
1256111,2021-01-18 14:00:00,38.87,-77.02,3.2
650348,2021-01-18 14:15:00,38.398,-77.456,3.7
958814,2021-01-18 14:15:00,38.586,-77.711,1.3
919458,2021-01-18 14:15:00,38.267,-77.449,3.2
108416,2021-01-18 14:15:00,38.527,-77.859,1.2
924917,2021-01-18 14:15:00,38.01,-77.97,3.1
92758,2021-01-18 14:35:00,38.586,-77.711,2.1
109814,2021-01-18 14:35:00,38.527,-77.859,3.4
1083972,2021-01-18 14:35:00,38.398,-77.456,4.1
1325874,2021-01-18 14:35:00,38.267,-77.449,4.0
840158,2021-01-18 14:52:00,38.935,-77.447,4.4
1146521,2021-01-18 14:52:00,38.847,-77.035,5.0
511034,2021-01-18 14:55:00,38.527,-77.859,5.5
92618,2021-01-18 14:55:00,38.586,-77.711,2.8
703639,2021-01-18 14:55:00,38.267,-77.449,4.5
1319447,2021-01-18 14:55:00,38.01,-77.97,4.8
649838,2021-01-18 14:55:00,38.398,-77.456,5.6
291980,2021-01-18 14:56:00,38.721,-77.515,2.8
224843,2021-01-18 14:56:00,38.504,-77.305,3.9
200239,2021-01-18 14:56:00,38.717,-77.183,4.7
638887,2021-01-18 15:00:00,38.85,-77.033,5.0
371403,2021-01-18 15:00:00,38.87,-77.02,4.8
556881,2021-01-18 15:15:00,38.267,-77.449,5.4
96367,2021-01-18 15:15:00,38.398,-77.456,5.9
1337916,2021-01-18 15:15:00,38.01,-77.97,5.7
738938,2021-01-18 15:15:00,38.586,-77.711,5.4
442460,2021-01-18 15:15:00,38.527,-77.859,5.0
967455,2021-01-18 15:35:00,38.586,-77.711,5.6
492757,2021-01-18 15:35:00,38.01,-77.97,5.8
490932,2021-01-18 15:35:00,38.267,-77.449,6.7
93964,2021-01-18 15:35:00,38.398,-77.456,6.0
109332,2021-01-18 15:35:00,38.527,-77.859,5.5
1147736,2021-01-18 15:52:00,38.847,-77.035,7.2
664010,2021-01-18 15:52:00,38.935,-77.447,5.6
97943,2021-01-18 15:55:00,38.398,-77.456,6.5
964825,2021-01-18 15:55:00,38.586,-77.711,6.0
451340,2021-01-18 15:55:00,38.527,-77.859,5.5
560994,2021-01-18 15:55:00,38.01,-77.97,5.4
558302,2021-01-18 15:55:00,38.267,-77.449,6.5
848360,2021-01-18 15:56:00,38.717,-77.183,6.3
227630,2021-01-18 15:56:00,38.504,-77.305,7.2
290172,2021-01-18 15:56:00,38.721,-77.515,5.6
864034,2021-01-18 16:00:00,38.87,-77.02,6.2
962699,2021-01-18 16:15:00,38.586,-77.711,6.1
648863,2021-01-18 16:15:00,38.398,-77.456,6.6
554570,2021-01-18 16:15:00,38.267,-77.449,6.5
1336748,2021-01-18 16:15:00,38.01,-77.97,5.5
107032,2021-01-18 16:15:00,38.527,-77.859,6.0
489342,2021-01-18 16:35:00,38.267,-77.449,7.5
1315922,2021-01-18 16:35:00,38.01,-77.97,5.3
110721,2021-01-18 16:35:00,38.527,-77.859,6.0
97610,2021-01-18 16:35:00,38.398,-77.456,6.9
89745,2021-01-18 16:35:00,38.586,-77.711,6.6
194195,2021-01-18 16:52:00,38.935,-77.447,5.6
191824,2021-01-18 16:52:00,38.847,-77.035,7.2
97423,2021-01-18 16:55:00,38.398,-77.456,6.6
87848,2021-01-18 16:55:00,38.586,-77.711,6.6
509907,2021-01-18 16:55:00,38.527,-77.859,6.2
493778,2021-01-18 16:55:00,38.01,-77.97,5.4
115447,2021-01-18 16:55:00,38.267,-77.449,7.0
505644,2021-01-18 16:56:00,38.504,-77.305,7.8
825930,2021-01-18 16:56:00,38.717,-77.183,6.8
1350216,2021-01-18 16:56:00,38.721,-77.515,6.1
1256750,2021-01-18 17:00:00,38.87,-77.02,6.5
1325965,2021-01-18 17:15:00,38.267,-77.449,6.9
107194,2021-01-18 17:15:00,38.527,-77.859,6.2
1336947,2021-01-18 17:15:00,38.01,-77.97,5.1
966013,2021-01-18 17:15:00,38.586,-77.711,7.1
974316,2021-01-18 17:15:00,38.398,-77.456,6.8
105560,2021-01-18 17:35:00,38.527,-77.859,7.5
915317,2021-01-18 17:35:00,38.267,-77.449,7.3
96005,2021-01-18 17:35:00,38.398,-77.456,7.9
122262,2021-01-18 17:35:00,38.01,-77.97,5.3
964106,2021-01-18 17:35:00,38.586,-77.711,7.5
194595,2021-01-18 17:52:00,38.935,-77.447,5.6
641154,2021-01-18 17:52:00,38.847,-77.035,7.2
645158,2021-01-18 17:55:00,38.398,-77.456,8.0
1309539,2021-01-18 17:55:00,38.267,-77.449,7.9
1317298,2021-01-18 17:55:00,38.01,-77.97,5.0
509364,2021-01-18 17:55:00,38.527,-77.859,7.3
291575,2021-01-18 17:56:00,38.721,-77.515,6.1
673736,2021-01-18 17:56:00,38.504,-77.305,8.3
922586,2021-01-18 17:56:00,38.717,-77.183,7.5
640700,2021-01-18 18:00:00,38.85,-77.033,7.2
1168914,2021-01-18 18:00:00,38.87,-77.02,6.5
1192156,2021-01-18 18:00:00,38.95,-77.45,5.6
451752,2021-01-18 18:15:00,38.527,-77.859,7.7
1326965,2021-01-18 18:15:00,38.267,-77.449,7.1
1338000,2021-01-18 18:15:00,38.01,-77.97,5.2
117817,2021-01-18 18:35:00,38.267,-77.449,7.7
105574,2021-01-18 18:35:00,38.527,-77.859,6.3
921842,2021-01-18 18:35:00,38.01,-77.97,4.9
190866,2021-01-18 18:52:00,38.847,-77.035,7.8
840365,2021-01-18 18:52:00,38.935,-77.447,6.1
440636,2021-01-18 18:55:00,38.527,-77.859,6.2
1335965,2021-01-18 18:55:00,38.01,-77.97,4.4
556520,2021-01-18 18:55:00,38.267,-77.449,7.9
1347599,2021-01-18 18:56:00,38.721,-77.515,7.2
749558,2021-01-18 18:56:00,38.504,-77.305,7.2
198763,2021-01-18 18:56:00,38.717,-77.183,6.8
755763,2021-01-18 19:00:00,38.87,-77.02,6.8
108767,2021-01-18 19:15:00,38.527,-77.859,7.3
921695,2021-01-18 19:15:00,38.01,-77.97,4.4
1313051,2021-01-18 19:15:00,38.267,-77.449,7.1
918683,2021-01-18 19:35:00,38.267,-77.449,6.8
559904,2021-01-18 19:35:00,38.01,-77.97,4.4
193568,2021-01-18 19:52:00,38.935,-77.447,5.6
484111,2021-01-18 19:52:00,38.847,-77.035,7.2
917250,2021-01-18 19:55:00,38.267,-77.449,6.1
559735,2021-01-18 19:55:00,38.01,-77.97,4.8
662836,2021-01-18 19:56:00,38.504,-77.305,8.3
199080,2021-01-18 19:56:00,38.717,-77.183,7.0
522720,2021-01-18 19:56:00,38.721,-77.515,5.6
371946,2021-01-18 20:00:00,38.87,-77.02,6.7
1287265,2021-01-18 20:15:00,38.586,-77.711,6.0
107286,2021-01-18 20:15:00,38.527,-77.859,6.0
1309826,2021-01-18 20:15:00,38.267,-77.449,7.0
97341,2021-01-18 20:15:00,38.398,-77.456,7.4
118375,2021-01-18 20:35:00,38.267,-77.449,7.0
454721,2021-01-18 20:35:00,38.527,-77.859,6.1
90653,2021-01-18 20:35:00,38.586,-77.711,6.6
93301,2021-01-18 20:35:00,38.398,-77.456,6.8
921060,2021-01-18 20:35:00,38.01,-77.97,4.8
187205,2021-01-18 20:52:00,38.847,-77.035,6.7
821549,2021-01-18 20:52:00,38.935,-77.447,6.1
916092,2021-01-18 20:55:00,38.267,-77.449,6.8
497221,2021-01-18 20:55:00,38.01,-77.97,4.7
105206,2021-01-18 20:55:00,38.527,-77.859,5.7
90937,2021-01-18 20:55:00,38.586,-77.711,6.0
1350503,2021-01-18 20:56:00,38.721,-77.515,5.0
748371,2021-01-18 20:56:00,38.504,-77.305,6.7
846481,2021-01-18 20:56:00,38.717,-77.183,6.5
1170790,2021-01-18 21:00:00,38.87,-77.02,6.2
188781,2021-01-18 21:00:00,38.85,-77.033,6.7
451235,2021-01-18 21:15:00,38.527,-77.859,5.1
932564,2021-01-18 21:15:00,38.586,-77.711,5.6
558111,2021-01-18 21:15:00,38.267,-77.449,6.8
564720,2021-01-18 21:15:00,38.01,-77.97,4.4
1192748,2021-01-18 21:35:00,38.586,-77.711,5.5
706703,2021-01-18 21:35:00,38.267,-77.449,6.1
974805,2021-01-18 21:35:00,38.398,-77.456,5.5
120462,2021-01-18 21:35:00,38.01,-77.97,4.3
107566,2021-01-18 21:35:00,38.527,-77.859,4.9
193779,2021-01-18 21:39:00,38.935,-77.447,4.4
914259,2021-01-18 21:52:00,38.935,-77.447,4.4
641824,2021-01-18 21:52:00,38.847,-77.035,6.1
441290,2021-01-18 21:55:00,38.527,-77.859,4.8
562653,2021-01-18 21:55:00,38.01,-77.97,4.2
1191085,2021-01-18 21:55:00,38.586,-77.711,5.0
95559,2021-01-18 21:55:00,38.398,-77.456,5.3
488409,2021-01-18 21:55:00,38.267,-77.449,6.0
750727,2021-01-18 21:56:00,38.504,-77.305,6.1
291512,2021-01-18 21:56:00,38.721,-77.515,4.4
198431,2021-01-18 21:56:00,38.717,-77.183,5.1
862363,2021-01-18 22:00:00,38.87,-77.02,5.6
95334,2021-01-18 22:15:00,38.398,-77.456,4.1
115200,2021-01-18 22:15:00,38.267,-77.449,5.7
108925,2021-01-18 22:15:00,38.527,-77.859,4.8
964094,2021-01-18 22:15:00,38.586,-77.711,4.7
497418,2021-01-18 22:15:00,38.01,-77.97,4.1
563352,2021-01-18 22:35:00,38.01,-77.97,3.8
97868,2021-01-18 22:35:00,38.398,-77.456,2.9
962857,2021-01-18 22:35:00,38.586,-77.711,4.5
1324961,2021-01-18 22:35:00,38.267,-77.449,5.7
442260,2021-01-18 22:35:00,38.527,-77.859,4.3
841073,2021-01-18 22:52:00,38.935,-77.447,3.3
640602,2021-01-18 22:52:00,38.847,-77.035,5.0
936448,2021-01-18 22:55:00,38.586,-77.711,4.4
916002,2021-01-18 22:55:00,38.267,-77.449,5.6
106830,2021-01-18 22:55:00,38.527,-77.859,4.5
96629,2021-01-18 22:55:00,38.398,-77.456,4.0
710561,2021-01-18 22:55:00,38.01,-77.97,3.4
449774,2021-01-18 22:56:00,38.721,-77.515,3.9
922126,2021-01-18 22:56:00,38.717,-77.183,4.6
595790,2021-01-18 22:56:00,38.504,-77.305,5.6
371760,2021-01-18 23:00:00,38.87,-77.02,5.1
92500,2021-01-18 23:15:00,38.586,-77.711,4.4
557562,2021-01-18 23:15:00,38.267,-77.449,5.0
559452,2021-01-18 23:15:00,38.01,-77.97,3.2
646879,2021-01-18 23:15:00,38.398,-77.456,2.7
492837,2021-01-18 23:15:00,38.527,-77.859,4.5
972737,2021-01-18 23:35:00,38.398,-77.456,2.7
123180,2021-01-18 23:35:00,38.01,-77.97,3.2
557874,2021-01-18 23:35:00,38.267,-77.449,5.0
1287870,2021-01-18 23:35:00,38.586,-77.711,4.3
453089,2021-01-18 23:35:00,38.527,-77.859,4.6
639430,2021-01-18 23:52:00,38.847,-77.035,4.4
839983,2021-01-18 23:52:00,38.935,-77.447,3.3
743423,2021-01-18 23:55:00,38.586,-77.711,4.0
556619,2021-01-18 23:55:00,38.267,-77.449,4.9
817948,2021-01-18 23:55:00,38.527,-77.859,4.1
924682,2021-01-18 23:55:00,38.01,-77.97,2.3
201023,2021-01-18 23:56:00,38.717,-77.183,4.8
595567,2021-01-18 23:56:00,38.504,-77.305,5.6
291428,2021-01-18 23:56:00,38.721,-77.515,3.9
189618,2021-01-19 00:00:00,38.85,-77.033,4.4
913749,2021-01-19 00:00:00,38.95,-77.45,3.3
862478,2021-01-19 00:00:00,38.87,-77.02,4.5
554945,2021-01-19 00:15:00,38.267,-77.449,4.8
120825,2021-01-19 00:15:00,38.01,-77.97,0.4
971805,2021-01-19 00:15:00,38.398,-77.456,3.7
1288542,2021-01-19 00:15:00,38.586,-77.711,3.5
488725,2021-01-19 00:15:00,38.527,-77.859,3.2
122301,2021-01-19 00:35:00,38.01,-77.97,-0.4
89880,2021-01-19 00:35:00,38.586,-77.711,1.9
972722,2021-01-19 00:35:00,38.398,-77.456,4.0
489141,2021-01-19 00:35:00,38.267,-77.449,4.6
440584,2021-01-19 00:35:00,38.527,-77.859,3.0
1192368,2021-01-19 00:52:00,38.935,-77.447,3.3
188536,2021-01-19 00:52:00,38.847,-77.035,5.0
120123,2021-01-19 00:55:00,38.01,-77.97,-1.8
1194550,2021-01-19 00:55:00,38.586,-77.711,1.9
818075,2021-01-19 00:55:00,38.527,-77.859,3.2
706420,2021-01-19 00:55:00,38.267,-77.449,4.2
1082971,2021-01-19 00:55:00,38.398,-77.456,3.6
676875,2021-01-19 00:56:00,38.504,-77.305,4.4
1201201,2021-01-19 00:56:00,38.717,-77.183,4.5
291900,2021-01-19 00:56:00,38.721,-77.515,2.8
1255558,2021-01-19 01:00:00,38.87,-77.02,4.7
1325503,2021-01-19 01:15:00,38.267,-77.449,4.0
1324693,2021-01-19 01:15:00,38.398,-77.456,3.6
89486,2021-01-19 01:15:00,38.586,-77.711,1.2
119456,2021-01-19 01:15:00,38.01,-77.97,-2.6
441692,2021-01-19 01:15:00,38.527,-77.859,3.4
741512,2021-01-19 01:35:00,38.586,-77.711,-0.5
1327480,2021-01-19 01:35:00,38.398,-77.456,3.0
119774,2021-01-19 01:35:00,38.01,-77.97,-2.1
115797,2021-01-19 01:35:00,38.267,-77.449,3.3
107173,2021-01-19 01:35:00,38.527,-77.859,1.8
1349029,2021-01-19 01:52:00,38.847,-77.035,4.4
192001,2021-01-19 01:52:00,38.935,-77.447,1.7
650053,2021-01-19 01:55:00,38.398,-77.456,3.3
495278,2021-01-19 01:55:00,38.01,-77.97,-1.6
917688,2021-01-19 01:55:00,38.267,-77.449,2.4
443476,2021-01-19 01:55:00,38.527,-77.859,2.0
1288641,2021-01-19 01:55:00,38.586,-77.711,1.1
772955,2021-01-19 01:56:00,38.721,-77.515,1.1
225652,2021-01-19 01:56:00,38.504,-77.305,3.3
200542,2021-01-19 01:56:00,38.717,-77.183,3.3
372269,2021-01-19 02:00:00,38.87,-77.02,4.3
108077,2021-01-19 02:15:00,38.527,-77.859,1.8
91947,2021-01-19 02:15:00,38.586,-77.711,1.2
1323232,2021-01-19 02:15:00,38.398,-77.456,3.2
488332,2021-01-19 02:15:00,38.267,-77.449,1.5
709832,2021-01-19 02:15:00,38.01,-77.97,-1.1
91118,2021-01-19 02:35:00,38.586,-77.711,0.7
488369,2021-01-19 02:35:00,38.527,-77.859,1.6
918925,2021-01-19 02:35:00,38.267,-77.449,2.4
93649,2021-01-19 02:35:00,38.398,-77.456,2.5
1315181,2021-01-19 02:35:00,38.01,-77.97,0.8
483916,2021-01-19 02:52:00,38.847,-77.035,3.3
665129,2021-01-19 02:52:00,38.935,-77.447,2.2
91654,2021-01-19 02:55:00,38.586,-77.711,1.0
106400,2021-01-19 02:55:00,38.527,-77.859,1.2
647765,2021-01-19 02:55:00,38.398,-77.456,3.1
115414,2021-01-19 02:55:00,38.267,-77.449,1.6
712307,2021-01-19 02:55:00,38.01,-77.97,1.8
671066,2021-01-19 02:56:00,38.717,-77.183,1.3
1116915,2021-01-19 02:56:00,38.504,-77.305,3.3
289774,2021-01-19 02:56:00,38.721,-77.515,-0.6
191298,2021-01-19 03:00:00,38.85,-77.033,3.3
755532,2021-01-19 03:00:00,38.87,-77.02,3.7
1325591,2021-01-19 03:15:00,38.267,-77.449,1.7
972583,2021-01-19 03:15:00,38.398,-77.456,1.6
935429,2021-01-19 03:15:00,38.586,-77.711,0.3
1335483,2021-01-19 03:15:00,38.01,-77.97,2.2
110337,2021-01-19 03:15:00,38.527,-77.859,0.9
93716,2021-01-19 03:35:00,38.398,-77.456,2.1
115213,2021-01-19 03:35:00,38.267,-77.449,1.8
109103,2021-01-19 03:35:00,38.527,-77.859,1.5
92146,2021-01-19 03:35:00,38.586,-77.711,0.3
188859,2021-01-19 03:52:00,38.847,-77.035,3.3
915356,2021-01-19 03:52:00,38.935,-77.447,2.2
818339,2021-01-19 03:55:00,38.527,-77.859,2.0
1191226,2021-01-19 03:55:00,38.586,-77.711,0.8
646940,2021-01-19 03:55:00,38.398,-77.456,2.3
559521,2021-01-19 03:55:00,38.01,-77.97,2.8
114624,2021-01-19 03:55:00,38.267,-77.449,2.0
226596,2021-01-19 03:56:00,38.504,-77.305,3.3
828107,2021-01-19 03:56:00,38.717,-77.183,2.2
1348091,2021-01-19 03:56:00,38.721,-77.515,0.0
863971,2021-01-19 04:00:00,38.87,-77.02,3.5
94199,2021-01-19 04:15:00,38.398,-77.456,1.7
563323,2021-01-19 04:15:00,38.01,-77.97,2.6
705464,2021-01-19 04:15:00,38.267,-77.449,2.6
1194841,2021-01-19 04:15:00,38.586,-77.711,0.0
492742,2021-01-19 04:15:00,38.527,-77.859,1.5
118687,2021-01-19 04:35:00,38.267,-77.449,3.7
1192445,2021-01-19 04:35:00,38.586,-77.711,0.3
106477,2021-01-19 04:35:00,38.527,-77.859,0.0
121006,2021-01-19 04:35:00,38.01,-77.97,2.6
969890,2021-01-19 04:35:00,38.398,-77.456,2.2
190576,2021-01-19 04:52:00,38.847,-77.035,3.3
195069,2021-01-19 04:52:00,38.935,-77.447,1.7
933518,2021-01-19 04:55:00,38.586,-77.711,-1.7
443198,2021-01-19 04:55:00,38.527,-77.859,-0.2
925076,2021-01-19 04:55:00,38.01,-77.97,2.2
93752,2021-01-19 04:55:00,38.398,-77.456,3.0
919543,2021-01-19 04:55:00,38.267,-77.449,3.5
673513,2021-01-19 04:56:00,38.504,-77.305,3.9
448438,2021-01-19 04:56:00,38.721,-77.515,1.1
199319,2021-01-19 04:56:00,38.717,-77.183,2.4
188230,2021-01-19 04:59:00,38.847,-77.035,
1118272,2021-01-19 04:59:00,38.504,-77.305,
818174,2021-01-19 04:59:00,38.935,-77.447,
372031,2021-01-19 05:00:00,38.87,-77.02,3.4
1290418,2021-01-19 05:15:00,38.586,-77.711,0.4
488051,2021-01-19 05:15:00,38.267,-77.449,2.8
494503,2021-01-19 05:15:00,38.01,-77.97,1.2
97844,2021-01-19 05:15:00,38.398,-77.456,2.6
818232,2021-01-19 05:15:00,38.527,-77.859,-0.9
118432,2021-01-19 05:35:00,38.267,-77.449,2.5
1193250,2021-01-19 05:35:00,38.586,-77.711,-0.3
440946,2021-01-19 05:35:00,38.527,-77.859,-1.6
118877,2021-01-19 05:35:00,38.01,-77.97,0.9
93452,2021-01-19 05:35:00,38.398,-77.456,1.4
1114495,2021-01-19 05:52:00,38.847,-77.035,2.2
819369,2021-01-19 05:52:00,38.935,-77.447,1.1
489816,2021-01-19 05:55:00,38.527,-77.859,-0.9
90151,2021-01-19 05:55:00,38.586,-77.711,-1.6
121253,2021-01-19 05:55:00,38.01,-77.97,-0.4
974319,2021-01-19 05:55:00,38.398,-77.456,0.1
489559,2021-01-19 05:55:00,38.267,-77.449,2.0
524931,2021-01-19 05:56:00,38.721,-77.515,-2.2
1200923,2021-01-19 05:56:00,38.717,-77.183,-0.1
505490,2021-01-19 05:56:00,38.504,-77.305,2.2
193143,2021-01-19 06:00:00,38.95,-77.45,1.1
192139,2021-01-19 06:00:00,38.85,-77.033,2.2
636284,2021-01-19 06:00:00,38.87,-77.02,3.4
1082773,2021-01-19 06:15:00,38.398,-77.456,-0.6
491945,2021-01-19 06:15:00,38.267,-77.449,1.7
1335910,2021-01-19 06:15:00,38.01,-77.97,-1.0
493114,2021-01-19 06:15:00,38.527,-77.859,-1.0
965918,2021-01-19 06:15:00,38.586,-77.711,-0.8
88692,2021-01-19 06:35:00,38.586,-77.711,0.0
95324,2021-01-19 06:35:00,38.398,-77.456,1.5
923312,2021-01-19 06:35:00,38.01,-77.97,-1.9
442177,2021-01-19 06:35:00,38.527,-77.859,1.7
113979,2021-01-19 06:35:00,38.267,-77.449,2.2
1348802,2021-01-19 06:52:00,38.847,-77.035,2.2
842726,2021-01-19 06:52:00,38.935,-77.447,-0.6
1085630,2021-01-19 06:55:00,38.398,-77.456,1.7
107851,2021-01-19 06:55:00,38.527,-77.859,1.3
123172,2021-01-19 06:55:00,38.01,-77.97,-2.4
88858,2021-01-19 06:55:00,38.586,-77.711,-0.5
